Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses,,,,
541,41487,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,50,80,60,130,68,587,87,22,73,82,32,,,,
971,41487,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,40,70,20,110,37,513,52,33,-15,82,59,,,,
971,41487,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,50,90,40,140,47,474,67,15,11,82,55,,,,
503,41487,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,40,60,40,100,34,428,51,10,26,82,30,,,,
541,41487,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,40,60,20,100,49,414,60,18,12,82,47,,,,
971,41487,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,40,60,30,100,46,415,62,15,26,82,40,,,,
541,41487,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,130,140,90,270,145,1292,146,40,112,82,60,,,,
425,41487,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,30,50,30,80,47,366,79,14,58,82,34,,,,
206,41487,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,20,40,30,60,36,458,54,11,28,82,32,,,,
253,41487,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,20,50,10,70,44,617,61,39,-11,82,64,,,,
253,41487,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,70,120,80,190,90,1139,135,29,104,82,56,,,,
360,41487,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,40,60,50,100,48,839,70,13,62,82,23,,,,
425,41487,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,100,160,120,260,86,454,125,27,105,82,46,,,,
360,41487,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,160,230,100,390,133,705,184,120,47,82,140,,,,
425,41487,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,20,40,30,60,30,581,39,9,23,82,20,,,,
360,41487,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,60,70,20,130,63,397,77,23,28,81,53,,,,
425,41487,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,90,120,90,210,103,1073,123,31,98,81,48,,,,
303,41518,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,130,140,90,270,155,1280,155,43,129,81,68,,,,
970,41518,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,20,110,52,509,74,47,-3,81,76,,,,
720,41518,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,70,40,110,53,410,72,17,40,81,45,,,,
719,41518,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,30,50,10,80,45,409,57,17,10,81,50,,,,
719,41518,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,50,20,90,51,1042,62,15,37,81,37,,,,
719,41518,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,50,70,50,120,61,579,79,20,70,81,32,,,,
970,41518,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,130,180,140,310,123,928,179,34,199,81,45,,,,
303,41518,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,60,70,50,130,58,548,74,19,62,81,32,,,,
720,41518,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,100,150,120,250,100,981,145,28,157,81,39,,,,
719,41518,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,90,140,110,230,81,588,118,22,125,81,34,,,,
970,41518,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,60,110,60,170,60,656,90,19,58,81,51,,,,
312,41518,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,100,160,140,260,123,928,179,34,197,81,46,,,,
312,41518,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,40,70,50,110,58,548,74,19,64,81,31,,,,
773,41518,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,130,110,210,100,981,145,28,157,81,39,,,,
630,41518,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,60,110,80,170,81,588,118,22,125,81,34,,,,
630,41518,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,80,40,130,60,656,90,19,59,81,50,,,,
630,41518,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,170,230,140,400,162,1148,225,53,191,81,96,,,,
847,41518,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,120,190,140,310,122,801,176,39,171,81,61,,,,
309,41518,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,290,400,280,690,253,1686,336,83,326,81,116,,,,
773,41518,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,280,300,210,580,249,1775,249,69,230,81,94,,,,
319,41518,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,210,300,210,510,253,1686,336,83,326,81,116,,,,
515,41518,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,100,160,120,260,122,801,176,39,171,80,61,,,,
563,41518,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,210,220,140,430,249,1775,249,69,230,80,94,,,,
641,41518,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,250,340,210,590,302,1783,370,114,331,80,147,,,,
712,41518,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,473,43,0,47,80,11,,,,
319,41518,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,30,20,50,19,848,29,5,19,80,16,,,,
515,41518,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,30,40,20,70,33,1003,39,10,10,80,32,,,,
319,41518,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,10,20,10,30,15,600,20,4,4,80,17,,,,
319,41518,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,40,30,60,23,803,35,6,27,80,17,,,,
314,41518,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,30,60,10,90,44,325,62,40,-10,80,69,,,,
573,41518,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,80,20,-10,100,104,1574,11,32,-65,80,55,,,,
573,41518,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,50,20,80,39,248,52,12,19,80,39,,,,
660,41518,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,20,-10,40,24,212,30,9,-18,80,42,,,,
314,41518,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,50,10,80,40,244,51,15,3,80,49,,,,
314,41518,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,30,60,50,90,32,837,47,8,40,80,20,,,,
573,41518,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,70,80,30,150,67,599,83,25,37,80,58,,,,
816,41518,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,80,50,140,62,1059,74,19,50,80,40,,,,
573,41518,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,70,50,120,44,886,64,12,61,80,23,,,,
513,41518,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,20,482,30,5,21,80,16,,,,
614,41518,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,40,40,60,29,862,43,8,34,80,20,,,,
614,41518,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,80,130,70,210,99,798,150,32,129,80,63,,,,
234,41518,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,80,120,80,200,96,666,134,29,120,80,53,,,,
419,41518,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,70,30,120,45,409,57,17,9,80,51,,,,
216,41518,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,50,80,50,130,53,410,72,17,42,80,44,,,,
614,41518,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,40,70,40,110,43,424,64,13,43,80,35,,,,
614,41518,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,50,80,20,130,52,509,74,47,-4,80,77,,,,
440,41518,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,170,190,130,360,155,1280,155,43,129,80,68,,,,
262,41518,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,90,70,130,57,349,94,17,79,80,41,,,,
414,41518,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,40,70,60,110,51,857,75,14,74,80,25,,,,
608,41518,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,60,30,90,46,454,67,14,46,80,36,,,,
715,41518,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,80,10,130,62,612,87,56,3,80,85,,,,
715,41518,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,30,50,30,80,33,577,43,10,31,80,22,,,,
608,41518,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,70,80,30,150,67,391,82,25,34,80,59,,,,
715,41518,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,90,140,40,230,93,692,130,84,24,79,114,,,,
414,41518,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,90,110,70,200,85,555,114,28,86,79,56,,,,
920,41518,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,90,120,80,210,83,1063,99,25,79,79,46,,,,
203,41518,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,50,60,20,110,67,599,83,25,36,79,59,,,,
203,41518,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,40,60,40,100,62,1059,74,19,49,79,41,,,,
860,41518,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,40,70,50,110,44,886,64,12,61,79,23,,,,
959,41518,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,40,30,60,23,809,34,6,25,79,17,,,,
203,41518,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,50,90,20,140,62,612,87,56,3,79,85,,,,
959,41518,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,70,40,110,48,380,65,15,34,79,42,,,,
203,41518,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,90,150,110,240,103,1130,155,33,135,79,64,,,,
727,41518,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,20,30,20,50,33,577,43,10,31,79,22,,,,
305,41518,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,50,60,20,110,67,391,82,25,36,79,58,,,,
754,41518,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,60,80,50,140,83,1063,99,25,79,79,46,,,,
561,41518,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,30,60,50,90,35,875,52,9,47,79,20,,,,
754,41518,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,50,80,60,130,51,857,75,14,73,79,26,,,,
754,41518,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,80,130,40,210,93,692,130,84,25,79,113,,,,
941,41518,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,80,110,70,190,85,555,114,28,86,79,56,,,,
352,41518,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,90,140,100,230,99,798,150,32,128,79,64,,,,
321,41518,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,90,120,80,210,96,666,134,29,120,78,53,,,,
774,41518,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,30,40,10,70,45,409,57,17,9,78,51,,,,
617,41518,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,40,30,70,29,862,43,8,34,78,20,,,,
617,41518,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,20,30,20,50,20,482,30,5,19,78,17,,,,
857,41518,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,40,50,-10,90,52,520,46,47,-46,78,77,,,,
774,41518,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,140,160,100,300,155,1280,155,43,129,78,68,,,,
774,41518,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,50,490,460,540,60,-2572,516,19,690,78,51,,,,
603,41518,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,30,40,10,70,40,244,51,15,3,78,49,,,,
603,41518,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,30,20,50,19,848,29,5,18,78,17,,,,
603,41518,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,473,43,0,46,78,12,,,,
603,41518,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,40,60,10,100,44,325,62,40,-10,78,69,,,,
603,41518,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,20,30,0,50,24,212,30,9,-18,78,42,,,,
603,41518,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,40,70,50,110,49,315,71,15,49,77,38,,,,
603,41518,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,50,80,50,130,55,453,84,18,50,77,50,,,,
845,41518,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,220,200,90,420,302,1518,239,114,137,77,147,,,,
845,41518,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,190,-110,-180,80,251,3948,-139,77,-353,77,99,,,,
845,41518,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,100,160,130,260,100,981,145,28,157,77,39,,,,
518,41518,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,130,190,150,320,123,928,179,34,197,77,46,,,,
718,41518,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,80,130,100,210,81,588,118,22,125,77,34,,,,
518,41518,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,110,-50,-180,60,121,2932,-53,110,-292,77,144,,,,
516,41518,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,230,320,240,550,249,1286,318,69,332,77,94,,,,
516,41518,East,Major Market,Colombian,Beans,Coffee,New York,Regular,300,450,320,750,316,2580,474,110,463,77,162,,,,
337,41518,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,60,90,60,150,69,572,90,22,82,77,35,,,,
985,41518,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,60,80,30,140,67,599,83,25,37,77,58,,,,
318,41518,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,60,80,60,140,48,834,71,13,68,77,25,,,,
504,41518,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,60,90,70,150,51,857,75,14,74,77,25,,,,
318,41518,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,50,70,0,120,62,-613,87,56,3,77,85,,,,
337,41518,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,40,80,60,120,57,349,94,17,79,77,41,,,,
337,41518,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,60,40,90,46,454,67,14,46,77,36,,,,
505,41518,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,10,30,20,40,19,848,29,5,19,76,16,,,,
505,41518,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,30,40,20,70,33,1003,39,10,12,76,31,,,,
505,41518,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,60,110,70,170,55,453,84,18,50,76,50,,,,
505,41518,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,130,10,-40,140,104,1574,11,32,-65,76,55,,,,
505,41518,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,20,20,0,40,24,-412,30,9,-18,76,42,,,,
505,41518,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,30,60,10,90,44,325,62,40,-12,76,70,,,,
505,41518,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,40,10,70,39,248,52,12,19,76,39,,,,
580,41518,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,60,80,30,140,67,391,82,25,36,76,58,,,,
405,41518,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,80,130,40,210,93,692,130,84,24,76,114,,,,
580,41518,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,70,100,80,170,61,579,79,20,70,76,32,,,,
580,41518,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,30,60,50,90,29,862,43,8,34,76,20,,,,
918,41518,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,80,110,80,190,96,-1555,134,29,122,76,52,,,,
580,41518,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,30,30,40,20,482,30,5,19,76,17,,,,
405,41518,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,80,130,80,210,99,798,150,32,129,76,63,,,,
682,41518,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,50,70,40,120,53,410,72,17,40,76,45,,,,
469,41518,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,40,60,30,100,43,424,64,13,42,75,36,,,,
281,41518,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,310,370,280,680,251,1268,295,77,292,75,98,,,,
806,41518,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,70,90,70,160,58,548,74,19,62,75,32,,,,
903,41518,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,50,70,40,120,60,-718,90,19,58,75,51,,,,
713,41518,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,100,150,120,250,123,928,179,34,199,75,45,,,,
325,41518,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,60,110,90,170,81,588,118,22,126,75,33,,,,
801,41518,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,20,50,10,70,44,325,62,40,-10,75,69,,,,
435,41518,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,40,20,60,39,248,52,12,18,75,40,,,,
435,41518,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,10,20,0,30,24,212,30,9,-19,75,43,,,,
801,41518,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,40,60,40,100,49,315,71,15,50,75,37,,,,
435,41518,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,40,80,50,120,55,453,84,18,50,75,50,,,,
435,41518,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,80,20,-20,100,104,1574,11,32,-67,75,56,,,,
435,41518,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,70,100,70,170,62,1059,74,19,49,75,41,,,,
801,41518,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,60,80,50,140,48,380,65,15,33,75,43,,,,
435,41518,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,80,100,50,180,67,599,83,25,36,75,59,,,,
435,41518,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,30,40,30,70,32,837,47,8,40,75,20,,,,
801,41518,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,60,90,60,150,69,572,90,22,83,75,34,,,,
435,41518,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,40,60,40,100,44,886,64,12,59,75,24,,,,
310,41518,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,80,120,100,200,123,928,179,34,199,75,45,,,,
650,41518,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,50,80,70,130,81,588,118,22,125,75,34,,,,
530,41518,West,Major Market,Green Tea,Leaves,Tea,California,Regular,30,70,40,100,60,656,90,19,58,74,51,,,,
562,41518,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,80,130,110,210,100,981,145,28,156,74,40,,,,
209,41518,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,210,270,200,480,251,1268,295,77,291,74,99,,,,
818,41518,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,40,70,50,110,58,548,74,19,64,74,31,,,,
714,41518,West,Major Market,Amaretto,Beans,Coffee,California,Regular,150,-20,-70,130,122,2378,-13,39,-110,74,61,,,,
562,41518,West,Major Market,Colombian,Beans,Coffee,California,Regular,390,590,450,980,316,2580,474,110,465,74,161,,,,
818,41518,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,200,-30,-120,170,162,3421,-24,53,-178,74,96,,,,
310,41518,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,230,240,160,470,249,1775,249,69,232,74,93,,,,
951,41518,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,110,160,30,270,121,910,169,110,39,74,143,,,,
530,41518,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,240,320,220,560,253,1686,336,83,326,74,116,,,,
775,41518,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,160,240,170,400,253,1686,336,83,328,74,115,,,,
775,41518,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,160,170,110,330,249,1775,249,69,232,74,93,,,,
775,41518,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,190,-190,-280,0,302,6413,-302,114,-638,74,147,,,,
702,41518,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,100,150,40,250,121,910,169,110,39,74,143,,,,
702,41518,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,130,210,140,340,162,1148,225,53,191,74,96,,,,
702,41518,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,100,160,120,260,122,801,176,39,171,73,61,,,,
775,41518,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,50,60,20,110,40,244,51,15,3,73,49,,,,
702,41518,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,40,50,30,90,33,1003,39,10,10,73,32,,,,
775,41518,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,473,43,0,47,73,11,,,,
702,41518,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,30,20,40,19,848,29,5,18,73,17,,,,
775,41518,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,20,30,20,50,23,803,35,6,25,73,18,,,,
541,41518,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,10,20,20,30,20,482,30,5,19,73,17,,,,
503,41518,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,60,100,60,160,99,798,150,32,129,73,63,,,,
971,41518,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,60,90,60,150,96,666,134,29,120,73,53,,,,
503,41518,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,30,30,50,25,823,36,7,25,72,19,,,,
541,41518,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,50,70,50,120,61,579,79,20,70,72,32,,,,
503,41518,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,60,90,30,150,52,509,74,47,-4,72,77,,,,
541,41518,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,70,100,50,170,57,469,80,18,27,72,62,,,,
503,41518,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,50,80,50,130,43,424,64,13,42,72,36,,,,
971,41518,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,40,50,10,90,45,409,57,17,9,72,51,,,,
503,41518,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,50,70,40,120,53,410,72,17,42,72,44,,,,
971,41518,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,140,150,90,290,155,1280,155,43,129,72,68,,,,
206,41518,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,30,70,40,100,57,349,94,17,80,72,40,,,,
509,41518,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,30,40,30,70,46,454,67,14,46,72,36,,,,
206,41518,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,40,60,10,100,62,612,87,56,3,72,85,,,,
509,41518,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,80,140,100,220,103,1130,155,33,135,72,64,,,,
425,41518,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,40,60,50,100,48,834,71,13,70,72,24,,,,
425,41518,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,80,120,80,200,68,445,99,21,83,72,43,,,,
206,41518,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,110,160,60,270,93,692,130,84,24,72,114,,,,
360,41518,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,30,40,30,70,33,577,43,10,31,71,22,,,,
360,41518,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,60,80,30,140,67,391,82,25,34,71,59,,,,
206,41518,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,70,100,70,170,83,1063,99,25,79,71,46,,,,
720,41548,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,140,110,260,161,1267,161,45,137,71,69,,,,
720,41548,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,30,60,30,90,51,503,71,46,-7,70,76,,,,
970,41548,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,30,60,50,90,52,405,71,17,39,70,45,,,,
720,41548,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,30,50,30,80,54,404,66,20,19,70,53,,,,
970,41548,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,30,50,40,80,54,1037,64,16,40,70,37,,,,
970,41548,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,50,90,80,140,90,572,115,29,110,70,41,,,,
970,41548,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,100,180,170,280,76,580,111,21,117,70,32,,,,
970,41548,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,100,160,130,260,72,650,110,23,83,70,54,,,,
719,41548,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,120,180,160,300,123,915,179,34,197,70,46,,,,
303,41548,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,30,50,50,80,39,541,51,12,40,70,24,,,,
719,41548,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,100,160,150,260,108,971,157,30,172,70,41,,,,
708,41548,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,90,150,140,240,123,915,179,34,197,70,46,,,,
312,41548,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,20,40,40,60,39,541,51,12,40,70,24,,,,
815,41548,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,130,120,210,108,971,157,30,172,70,41,,,,
815,41548,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,50,80,80,130,76,580,111,21,116,69,33,,,,
815,41548,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,80,50,130,72,650,110,23,82,69,55,,,,
312,41548,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,370,520,420,890,257,1662,341,84,332,69,117,,,,
773,41548,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,340,370,300,710,239,1755,239,66,221,69,90,,,,
815,41548,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,150,220,160,370,154,1132,213,50,178,69,93,,,,
